0.68,266,1,0.73,394,4.4,0,,,,,,
0.32,30,1.7,0.42,464,3.5,1,,,,,,
0.96,585,0.2,0.74,40,0,2,,,,,,
0.38,522,1.9,0.29,101,4.2,3,,,,,,
0.34,223,4.5,0.64,444,2.2,4,,,,,,
0.7,570,3.8,0.62,150,2.4,5,,,,,,
0.88,89,2.9,0.32,142,0.2,6,,,,,,
0.66,499,3.1,0.49,444,4.4,7,,,,,,
0.25,406,0.3,0.4,330,3.5,8,,,,,,
0.8,593,0.8,0.49,132,2.4,9,,,,,,
0.88,394,2.8,0.83,185,2.7,10,,,,,,
0.64,571,2.7,0.61,548,4.2,11,,,,,,
0.24,567,0.9,0.84,264,0.3,12,,,,,,
0.41,387,3.7,0.22,480,2.9,13,,,,,,
0.93,71,2.3,0.53,304,4.3,14,,,,,,
0.98,255,3.5,0.71,3,1.2,15,,,,,,
0.64,453,1.3,0.87,18,0,16,,,,,,
0.37,119,2.9,0.92,355,0.8,17,,,,,,
0.59,130,4.7,0.72,600,1,18,,,,,,
0.6,75,0.3,0.29,512,4.6,19,,,,,,
0.35,156,3.3,0.66,209,1.4,20,,,,,,
0.51,348,2.8,0.71,260,2.3,21,,,,,,
0.25,79,0.7,0.62,63,0.7,22,,,,,,
0.55,298,4.8,0.5,302,3.1,23,,,,,,
0.71,46,2.3,0.4,30,5,24,,,,,,
0.71,532,4.3,0.76,376,2.9,25,,,,,,
0.53,576,0.7,0.25,38,3,26,,,,,,
0.29,586,0.7,0.46,308,2.9,27,,,,,,
0.45,442,2.6,0.92,320,2.1,28,,,,,,
0.29,28,4.3,0.8,433,0.2,29,,,,,,
0.53,309,2.4,0.8,404,2.2,30,,,,,,
0.21,30,2.4,0.94,418,1.1,31,,,,,,
0.95,202,3.2,0.63,152,1.7,32,,,,,,
0.75,340,4.6,0.37,108,0.2,33,,,,,,
0.28,127,1.1,0.25,76,4.8,34,,,,,,
0.24,315,4.4,0.47,189,4.9,35,,,,,,
0.31,171,1.2,0.6,484,3.6,36,,,,,,
0.43,245,0.4,0.68,212,3.9,37,,,,,,
0.39,315,3.2,0.59,582,4,38,,,,,,
0.76,516,4.5,0.77,207,4.7,39,,,,,,
0.72,40,2.2,0.68,345,1.2,40,,,,,,
0.84,504,1.6,0.75,123,2.2,41,,,,,,
0.96,173,0.7,0.98,487,4.4,42,,,,,,
0.98,531,0.1,0.22,271,2.8,43,,,,,,
0.49,463,0,0.53,506,3.2,44,,,,,,
0.3,92,1.6,0.67,563,2.3,45,,,,,,
0.9,409,0.8,0.44,294,2.8,46,,,,,,
0.85,223,4.6,0.5,590,2.5,47,,,,,,
0.7,39,2.2,0.63,187,4.7,48,,,,,,
0.6,352,2.2,0.67,388,0.1,49,,,,,,
0.92,342,2.3,0.58,326,0.3,50,,,,,,
0.68,552,0.1,0.96,307,2.7,51,,,,,,
0.41,206,1.4,0.51,320,2.2,52,,,,,,
0.58,133,3.4,0.36,230,1.3,53,,,,,,
0.27,484,2.5,0.97,224,3.7,54,,,,,,
0.89,39,2.8,0.58,260,1.6,55,,,,,,
0.73,341,0.2,0.71,178,2.8,56,,,,,,
0.94,562,2.7,0.53,404,1.7,57,,,,,,
0.48,83,4.1,0.78,333,2.2,58,,,,,,
0.3,526,0.1,0.77,161,2.9,59,,,,,,
0.95,293,0,0.68,258,3.4,60,,,,,,
0.41,468,1.2,0.32,158,1.9,61,,,,,,
0.25,344,2.1,0.45,84,4.2,62,,,,,,
0.41,375,1.8,0.31,413,2.8,63,,,,,,
0.5,80,1.5,0.36,518,4.6,64,,,,,,
0.82,593,0.7,0.57,127,3.7,65,,,,,,
0.56,261,0.5,0.88,513,4.6,66,,,,,,
0.92,170,4.4,0.91,460,4.8,67,,,,,,
0.3,40,3,0.21,381,0.9,68,,,,,,
0.37,324,1,0.48,99,4.6,69,,,,,,
0.36,511,4.2,0.56,45,2.8,70,,,,,,
0.62,405,3.9,0.86,525,1.1,71,,,,,,
0.68,553,5,0.51,214,4.2,72,,,,,,
0.86,595,1.7,0.22,132,3.1,73,,,,,,
0.77,434,0.5,0.64,270,3.8,74,,,,,,
0.63,24,3,0.94,523,1.7,75,,,,,,
0.5,74,2.1,0.95,345,0.9,76,,,,,,
0.77,363,3.5,0.46,571,3.6,77,,,,,,
0.38,510,3.3,0.77,448,4.3,78,,,,,,
0.9,158,0.1,0.61,254,4.9,79,,,,,,
0.92,427,1.3,0.59,458,0.3,80,,,,,,
0.52,116,3.8,0.23,594,2.1,81,,,,,,
0.9,395,2.7,0.44,35,1.1,82,,,,,,
0.66,183,3.4,0.76,58,2.8,83,,,,,,
0.73,195,0.7,0.76,245,5,84,,,,,,
0.64,261,1.7,0.83,599,2.6,85,,,,,,
0.56,176,1.1,0.33,372,4.3,86,,,,,,
0.58,462,2.5,0.98,106,3.9,87,,,,,,
0.83,94,2.2,0.78,532,2.4,88,,,,,,
0.28,231,2.7,0.97,437,0.1,89,,,,,,
0.91,25,1.7,0.56,367,1.4,90,,,,,,
0.83,260,5,0.49,86,4.7,91,,,,,,
0.72,310,0.6,0.8,339,2.5,92,,,,,,
0.55,283,4.8,0.89,307,2.8,93,,,,,,
0.27,181,3.9,0.84,166,4.4,94,,,,,,
0.36,76,2.3,0.26,76,2.4,95,,,,,,
0.74,253,2.6,0.99,230,3.3,96,,,,,,
0.6,564,1.3,0.97,24,2.8,97,,,,,,
0.91,53,4.6,0.84,530,1.5,98,,,,,,
0.81,376,0,0.9,522,0,99,,,,,,
0.67,19,0.7,0.72,594,1,100,,,,,,
0.69,541,0.4,0.5,562,0.6,101,,,,,,
0.85,413,3,0.58,184,0.1,102,,,,,,
0.72,350,2.4,0.22,133,3.5,103,,,,,,
0.6,410,4.9,0.88,220,2.8,104,,,,,,
0.66,119,0.1,0.53,235,2.7,105,,,,,,
0.9,480,2.4,0.68,167,2.9,106,,,,,,
0.69,217,1,0.75,293,2.9,107,,,,,,
0.75,153,1.5,0.59,403,4.3,108,,,,,,
0.76,26,0.6,0.22,251,0.3,109,,,,,,
0.71,11,0.9,0.65,462,3.2,110,,,,,,
0.87,17,0.6,0.23,471,0.5,111,,,,,,
0.83,435,1.4,0.44,192,0,112,,,,,,
0.87,146,1.8,0.5,227,2.2,113,,,,,,
0.29,420,0.4,0.92,435,3.5,114,,,,,,
0.84,414,3.4,0.99,383,3.3,115,,,,,,
0.38,337,3.3,0.76,300,1.2,116,,,,,,
0.39,197,4.8,0.97,100,0,117,,,,,,
0.24,481,3.9,0.46,284,4.3,118,,,,,,
0.85,320,0,0.96,380,1.5,119,,,,,,
0.87,389,3.4,0.91,213,3.2,120,,,,,,
0.88,504,4.3,0.59,315,2.6,121,,,,,,
0.25,206,2.3,0.24,240,4.8,122,,,,,,
0.63,176,2.2,0.96,160,4,123,,,,,,
0.67,573,2.7,0.97,489,2,124,,,,,,
0.59,426,4.2,0.64,80,2.9,125,,,,,,
0.85,169,1,1,53,2.8,126,,,,,,
0.54,379,3,0.21,557,3.3,127,,,,,,
0.46,579,4,0.9,461,2.6,128,,,,,,
