1.26,85,0.5,1.1,54,0.2,0.73,13,2.4,0,,,
0.44,2,0.9,0.92,12,1,1.23,33,1.6,1,,,
1.36,47,1.6,0.62,83,2.5,1.31,52,1.5,2,,,
1.48,90,0.6,1.33,40,1.1,1.74,86,1.9,3,,,
1.31,61,2.3,1.28,30,1.8,1.17,1,2,4,,,
0.74,0,0.8,0.94,51,1.9,0.76,2,1.9,5,,,
0.45,87,2.2,1.63,20,1.7,0.83,1,1.9,6,,,
1.66,67,0.8,1.55,23,0,1.4,35,1.2,7,,,
1.92,69,2.2,1.14,84,1.1,1.21,60,1.7,8,,,
0.96,9,1.8,1.69,92,1.2,1.32,26,1.5,9,,,
1.09,60,0.7,1.48,87,2,1.48,100,1.2,10,,,
1.09,47,1.3,1.6,83,1,1.59,83,0.4,11,,,
0.63,38,0,1.9,1,0.3,1.98,52,0.7,12,,,
0.6,73,2.4,0.83,73,0.7,0.55,45,1.6,13,,,
1.44,42,0.6,1.65,63,0.8,1.5,44,1.4,14,,,
1.94,57,1.8,1.56,5,0.2,1.72,7,0.1,15,,,
0.79,75,0,0.52,80,2.3,0.67,28,1.5,16,,,
1.75,5,1.2,1.91,82,1.7,0.54,55,0.6,17,,,
1.59,67,0.8,0.64,46,1.2,0.52,34,1.9,18,,,
1.88,55,1.3,1.18,40,0,0.73,42,1.9,19,,,
0.79,80,0.5,1.76,53,0.4,1.06,51,1.9,20,,,
0.79,23,1.6,1.46,14,1.2,0.69,95,1,21,,,
1.97,51,0.7,1.32,88,0.1,0.64,32,1.9,22,,,
0.6,41,1.8,1.77,80,1.9,1.11,80,1.7,23,,,
0.58,59,2.3,1.32,63,1,1.3,20,1.7,24,,,
1.12,75,1.1,0.99,39,1.4,0.43,67,1.9,25,,,
1.38,11,1,0.86,27,1.2,1.76,81,0.4,26,,,
1.04,4,1,1.88,50,1,0.41,70,0.6,27,,,
0.46,82,0.7,1.33,57,0.1,1.96,14,1.1,28,,,
1.6,44,2.2,1.08,79,1.3,1.36,1,0.6,29,,,
0.47,67,1.7,0.95,93,1.8,1.54,61,2.5,30,,,
0.89,21,0.8,1.66,93,0,0.46,36,2.1,31,,,
1.96,1,2.4,0.61,28,2.2,1.1,3,0.5,32,,,
1.96,87,1.7,0.71,84,1.9,1.86,48,0.8,33,,,
0.6,75,2.2,1.7,70,2,0.63,84,0.2,34,,,
1.34,100,0.5,1.35,95,1.4,0.53,73,1.5,35,,,
0.45,21,2,1.91,58,2.2,0.41,21,1.1,36,,,
0.98,67,2.3,0.45,37,0.9,0.97,7,2.4,37,,,
0.47,27,1.3,1.52,89,2.3,0.65,45,2.3,38,,,
0.76,21,0.7,0.66,94,1.5,1.98,77,0.3,39,,,
1.31,40,0.3,1.28,6,0.4,1.19,97,1.7,40,,,
1.95,16,0.5,1.14,48,0,1.73,58,1.1,41,,,
1.42,89,1,1.59,8,2,1.91,91,0.6,42,,,
2,19,0.7,0.61,90,1.5,0.43,17,0.4,43,,,
0.76,88,1.1,0.93,40,1.8,1.51,68,2.2,44,,,
1.16,51,1.5,1.07,62,0.4,1.99,40,2.2,45,,,
0.84,9,1.5,1.41,99,0.4,1.88,45,2.1,46,,,
1.15,76,0.8,1.69,10,0.3,0.56,59,1.8,47,,,
1.84,97,0,1.43,91,0.9,0.87,24,1.1,48,,,
1.29,30,1.5,1.8,77,2.4,1.89,57,0.4,49,,,
1.4,16,2,1.3,35,0.5,0.81,94,0.5,50,,,
0.99,40,2.2,1.34,94,0.9,0.69,77,1.3,51,,,
1.82,46,1.3,0.43,73,0.7,1.13,95,0.5,52,,,
1.14,71,1.5,1.67,61,1.2,1.84,60,2,53,,,
2,57,0.2,1.5,24,0.3,1.01,87,2.4,54,,,
1.31,25,1.5,1.29,63,2.1,0.75,39,1.3,55,,,
1.37,32,0.8,0.53,75,0.3,1.89,62,2.2,56,,,
1.88,40,0.2,0.44,48,1.6,1.17,17,1.9,57,,,
1.6,51,1.7,1.33,85,1.9,1.31,98,0.5,58,,,
1.28,23,2.2,0.72,66,0.8,1.9,37,0.7,59,,,
0.79,53,1.7,0.99,35,1.5,1.37,15,1.8,60,,,
0.76,21,1.5,0.91,11,1.1,1.83,31,2.3,61,,,
1.06,57,1.8,0.7,89,0.9,0.83,4,0.4,62,,,
0.62,68,1.8,1.34,100,1.8,1.78,97,1.5,63,,,
0.61,54,0.1,1.63,81,2.3,1.37,68,1.6,64,,,
1.38,82,0.8,0.62,32,1.9,0.85,10,1.2,65,,,
1.42,85,0.5,1.96,64,2.3,0.58,19,1.3,66,,,
1.73,87,2.5,1.39,45,1.1,0.81,92,0,67,,,
0.48,93,1.7,1.66,46,1.2,1.5,33,0.5,68,,,
1.53,60,1.2,1.43,56,2,1.51,54,1.8,69,,,
1.93,17,1.5,0.57,79,1.7,0.43,21,2.5,70,,,
1.49,41,0,1.88,98,2.4,1.4,59,1,71,,,
0.82,71,2.3,1.42,20,0.9,0.61,0,1,72,,,
0.88,39,1.3,1.9,17,2,1.42,79,0.3,73,,,
1.16,51,0.2,0.64,42,0.7,0.73,61,0.4,74,,,
1.64,32,0.1,1.6,43,0.1,1.35,93,0.8,75,,,
1.69,9,2.3,0.42,29,1.2,1.95,41,1.7,76,,,
1.37,51,1.5,1.62,87,2.1,0.67,65,1.2,77,,,
1.43,100,0.3,1.73,7,0.1,0.71,63,0.2,78,,,
1.67,74,0.9,1.82,71,2.2,1.84,76,1.9,79,,,
0.58,13,1.7,1.81,85,0.7,0.89,7,1.5,80,,,
1.12,4,2.2,0.98,57,0.5,0.71,8,0.2,81,,,
1.75,70,0,1.72,20,0.1,1.79,9,2.1,82,,,
1.35,36,0.5,1.51,54,0.1,1.76,41,2,83,,,
1.37,45,2.4,0.77,92,1.8,0.48,71,0.7,84,,,
1.71,83,0.6,0.47,84,1.3,1.03,1,0.1,85,,,
1.37,86,1.8,1.44,2,1.7,0.55,7,1.4,86,,,
1.49,48,2.3,1.53,86,2.1,1.1,37,0.9,87,,,
1.46,51,0.1,1.12,56,2.4,1.25,64,2,88,,,
1.78,11,1.5,0.44,41,1.6,0.58,98,0.6,89,,,
0.74,92,1.7,1.61,59,2,0.9,86,0.2,90,,,
1.74,97,1.8,1.86,93,0.6,1.7,76,0.8,91,,,
1.91,17,0,0.94,60,1.9,1.36,88,1.8,92,,,
1.71,100,2.2,1.29,94,0.6,1.84,52,2.1,93,,,
0.85,11,0.8,1.49,2,1.3,0.53,81,0.4,94,,,
0.43,33,1.6,0.68,71,0.9,1.3,23,1.2,95,,,
1.78,13,2.4,0.99,50,1,1.59,14,0.8,96,,,
0.48,96,0.8,0.55,65,0.9,1.61,85,1.2,97,,,
1.74,0,0.7,0.6,82,1.2,1.15,61,1.8,98,,,
1.11,81,2.3,0.89,46,2,0.43,31,0.4,99,,,
1.13,84,0.9,1.22,93,1,1.42,90,1.9,100,,,
1.29,80,2,0.44,1,2.2,1.7,20,0.6,101,,,
1.8,74,1.3,1.62,32,1.8,0.97,15,2.3,102,,,
1.57,51,0.1,1.12,14,2.2,0.42,71,1.8,103,,,
0.66,25,0,1.09,55,2.2,1.11,47,2.2,104,,,
1.51,77,0.2,1.38,46,1.1,1.2,35,0.6,105,,,
0.68,16,2.3,1.54,29,0.3,0.59,45,2.3,106,,,
1.98,63,1.3,1.99,30,2,1.45,12,0.2,107,,,
1.84,13,1.5,0.78,57,0.5,1.17,25,0.1,108,,,
0.93,40,1.5,0.6,90,2.2,1.37,16,1.1,109,,,
1.86,21,0.4,0.76,63,2.4,1.04,33,0.3,110,,,
0.84,29,0.1,0.99,53,2,0.46,42,0.6,111,,,
1.21,33,0.9,0.79,8,1.4,1.76,100,1.3,112,,,
